cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/29/20,8/30/20,East Carolina University,1101,lv,1.125847,0,46.6,46.82369,47.93679,,68307,127932,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/21/20,8/30/20,Morning Consult,1567,lv,0.9483017,0,49,48.95223,50.07966,T,68295,127916,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/7/20,8/16/20,Morning Consult,1493,lv,1.044568,0,49,48.95223,49.96437,T,68284,127905,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/21/20,8/23/20,Change Research,560,lv,0.6481425,0,48,47.93639,49.07554,,68207,127744,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/14/20,8/23/20,Morning Consult,1541,lv,1.034662,0,49,48.95223,50.03295,,68178,127696,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/16/20,8/17/20,Redfield & Wilton Strategies,967,lv,0.8282902,0,44,45.42735,46.46285,,68156,127657,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/12/20,8/13/20,East Carolina University,1255,rv,1.121653,0,46.5,47.56444,48.60588,,68076,127504,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/6/20,8/10/20,Harper Polling,600,lv,0.9784637,0,45,46.60979,47.6433,,68051,127443,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/7/20,8/9/20,Change Research,491,lv,0.5939618,0,47,46.93647,48.00327,,68014,127365,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/8/20,8/10/20,Emerson College,673,lv,1.209291,0,49.41,48.60236,49.67219,,68006,127353,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/30/20,7/31/20,Public Policy Polling,934,v,0.782491,0,49,47.91388,49.06367,,67985,127305,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,8/6/20,8/7/20,Rasmussen Reports/Pulse Opinion Research,750,lv,0.8990448,0,47.26,47.49379,48.57755,,67984,127302,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/23/20,7/31/20,HIT Strategies,400,rv,0.4186061,0,47,46.54568,47.71476,,67983,127298,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/24/20,8/2/20,Data for Progress,1170,lv,1.227438,0,47.5,47.02027,48.19189,,67937,127192,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/21/20,7/23/20,Zogby Interactive/JZ Analytics,809,lv,0.9108042,0,44,45.1708,46.37283,,67917,127143,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/28/20,7/31/20,YouGov,1129,lv,1.360219,0,48,48.22639,49.38274,,67859,127044,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/19/20,7/21/20,Redfield & Wilton Strategies,919,lv,0.8124298,0,43,44.4231,45.62574,,67839,126983,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/22/20,7/24/20,Cardinal Point Analytics (CardinalGPS),735,lv,0.7848388,0,46.8,46.97065,48.16388,,67834,126975,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/24/20,7/26/20,Change Research,284,lv,0.4043213,0,49,48.93634,50.11362,,67811,126905,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,5/17/20,5/26/20,Morning Consult,1403,lv,1.074904,0,46,45.95241,48.11204,T,67799,126885,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/23/20,7/24/20,Public Policy Polling,884,v,0.7389472,0,49,47.91388,49.11884,,67789,126872,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/17/20,7/26/20,Morning Consult,1504,lv,1.099591,0,47,46.95233,48.14905,T,67691,126755,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/14/20,7/22/20,Marist College,882,rv,1.553549,0,51,50.73532,52.0064,,67669,126680,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/12/20,7/16/20,Spry Strategies,700,lv,0.7138253,0,45.52,47.15487,48.37804,,67627,126527,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/13/20,7/15/20,Cardinal Point Analytics (CardinalGPS),547,lv,0.6390002,0,47.7,47.87086,49.08956,,67586,126453,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/10/20,7/12/20,Change Research,655,lv,0.672457,0,47,46.93647,48.13729,,67090,125353,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,4/13/20,4/16/20,GBAO,500,lv,0.8061572,0,48,47.9091,50.12392,,67053,125282,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,7/7/20,7/8/20,Public Policy Polling,818,v,1.096847,0,50,49.41748,50.62257,,67044,125267,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,6/26/20,6/28/20,Change Research,468,lv,0.5563339,0,51,50.93634,52.03318,,66959,125032,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,6/22/20,6/25/20,East Carolina University,1149,rv,1.077109,0,45.1,46.16164,47.2696,,66953,125022,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,6/20/20,6/23/20,Fox News/Beacon Research/Shaw & Co. Research,1012,rv,1.557636,0,47,47.86366,48.97459,,66918,124955,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,6/14/20,6/17/20,Redfield & Wilton Strategies,902,lv,0.8065658,0,46,47.43364,48.61961,,66905,124932,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,6/8/20,6/18/20,Siena College/The New York Times Upshot,653,rv,1.214776,0,49,50.44049,51.72449,,66895,124897,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,6/22/20,6/23/20,Public Policy Polling,1157,v,1.387791,0,48,47.41824,48.51294,,66888,124880,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,6/17/20,6/17/20,Gravis Marketing,631,rv,0.5813807,0,43,45.68718,46.88304,,66855,124777,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,6/12/20,6/14/20,Change Research,378,lv,0.4848237,0,47,46.93647,48.20298,,66833,124717,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,6/2/20,6/3/20,Public Policy Polling,949,v,1.2529,0,49,48.41772,50.04802,,66729,124482,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,5/26/20,5/28/20,Harper Polling,500,lv,0.8565577,0,44,45.60591,47.52245,,66721,124458,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,5/29/20,5/31/20,Change Research,806,lv,0.7516934,0,46,45.93659,47.72218,,66713,124437,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,5/9/20,5/13/20,Meeting Street Research,500,rv,0.5877175,0,46.6,48.47253,50.92193,,66529,123975,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,5/12/20,5/21/20,Neighborhood Research and Media,391,lv,0.6637843,0,42,42.79659,45.12191,,66509,123936,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,5/10/20,5/14/20,Redfield & Wilton Strategies,859,lv,0.7911136,0,45,46.43087,48.87902,,66503,123927,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,5/7/20,5/9/20,East Carolina University,1111,rv,1.060062,0,43.2,44.25613,46.71174,,66289,123390,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,5/2/20,5/4/20,Civiqs,1362,rv,1.029353,0,49,48.94225,51.2709,,66073,122725,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,4/27/20,4/28/20,Meredith College,604,rv,0.6838996,0,47.4,48.36084,50.59829,,66024,122461,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,4/13/20,4/18/20,Garin-Hart-Yang Research Group,800,lv,0.8173605,0,48,46.71657,48.91497,,65948,122181,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,4/23/20,4/26/20,SurveyUSA,580,lv,1.170637,0,50,49.40344,51.60475,,65937,122152,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,4/20/20,4/21/20,Public Policy Polling,1275,v,0.8257419,0,49,47.91388,50.06668,,65900,122083,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,4/14/20,4/15/20,Public Policy Polling,1318,v,1.2444,0,48,47.41824,49.63174,,65761,121564,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,4/5/20,4/7/20,Harper Polling,500,lv,0.8565577,0,42,43.59565,46.09637,,65758,121557,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,2/15/20,2/19/20,Climate Nexus,675,rv,0.6670617,0,46,47.10232,49.10721,,64659,119418,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,2/27/20,2/28/20,East Carolina University,1288,rv,1.134685,0,48.1,49.16632,51.05354,,64641,119339,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,2/23/20,2/27/20,Marist College,2120,rv,3.209158,0,49,48.73536,50.66321,,64639,119333,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,2/13/20,2/16/20,SurveyUSA,2366,rv,3.185946,0,49,49.24593,51.28544,,64343,118561,,,
2020,North Carolina,10/21/20,Joseph R. Biden Jr.,11/10/19,11/13/19,Fox News/Beacon Research/Shaw & Co. Research,1504,rv,2.083902,0,45,45.8605,47.49921,,62628,113060,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,9/21/20,10/19/20,SurveyMonkey,9962,lv,0.4406114,0.4406114,65,62.97903,63.39832,T,71483,133921,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,9/20/20,10/18/20,SurveyMonkey,9958,lv,0.015206,0.0150873,65,62.97903,63.41898,T,71398,133738,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,9/19/20,10/17/20,SurveyMonkey,9914,lv,0.0150146,0.0147804,65,62.97903,63.4395,T,71316,133576,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,9/18/20,10/16/20,SurveyMonkey,9878,lv,0.0148444,0.014497,65,62.97903,63.46209,T,71258,133459,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,9/17/20,10/15/20,SurveyMonkey,9675,lv,0.0144337,0.0139833,65,62.97903,63.48945,T,71197,133332,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,9/16/20,10/14/20,SurveyMonkey,9500,lv,0.014076,0.013527,64,61.96408,62.50953,T,71123,133182,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,9/16/20,10/13/20,SurveyMonkey,9406,lv,0,0,65,62.97903,63.55457,T,71029,132975,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,9/15/20,10/12/20,SurveyMonkey,9405,lv,0.0142498,0.0134718,64,61.96408,62.57496,T,70957,132787,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,6/8/20,6/30/20,SurveyMonkey,4555,lv,0.3308745,0,64.65,62.62367,64.14317,,70463,131317,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,7/1/20,7/31/20,SurveyMonkey,10280,lv,0.4371251,0.0756956,63.32,61.27457,62.93727,,70412,131215,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,8/1/20,8/31/20,SurveyMonkey,9969,lv,0.3628066,0.1788563,63.54,61.49759,62.8677,,70362,131113,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,9/1/20,9/30/20,SurveyMonkey,10007,lv,0.1829243,0.1529601,64.03,61.99451,63.06629,T,70311,131006,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,9/27/20,9/29/20,Siena College,504,lv,0.9775856,0.8860799,61,61.23241,61.74407,,70115,130630,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,8/21/20,8/22/20,Public Policy Polling,1029,v,1.323053,0.7348001,63,62.72004,63.85989,,68191,127713,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,6/23/20,6/25/20,Siena College,806,rv,1.276136,0.0019908,57,58.06685,59.32431,,66940,125000,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,5/17/20,5/21/20,Siena College,796,rv,1.077866,0,57,58.06685,60.48201,,66535,123993,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,4/30/20,5/4/20,Quinnipiac University,915,rv,1.307152,0,55,56.27657,58.6637,,66145,122947,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,4/19/20,4/23/20,Siena College,803,rv,1.10597,0,65,66.01557,68.24257,,65920,122112,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,3/22/20,3/26/20,Siena College,566,rv,0.8031977,0,58,59.06241,61.54862,,65017,120581,,,
2020,New York,10/21/20,Joseph R. Biden Jr.,2/16/20,2/20/20,Siena College,658,rv,1.016317,0,55,56.07407,58.16473,,64503,118802,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,10/14/20,10/17/20,GBAO,600,lv,0.729466,0.729466,54,52.54906,52.70817,,71528,133972,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,9/21/20,10/19/20,SurveyMonkey,2092,lv,0.482461,0.4078536,53,52.10461,52.42353,T,71485,133923,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,9/21/20,10/18/20,SurveyMonkey,2026,lv,0,0,53,52.10461,52.44694,T,71400,133740,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,9/20/20,10/17/20,SurveyMonkey,2001,lv,0.0164656,0.0135799,53,52.10461,52.47161,T,71318,133578,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,9/18/20,10/16/20,SurveyMonkey,1969,lv,0.0312956,0.0254882,52,51.10368,51.49826,T,71260,133461,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,9/18/20,10/15/20,SurveyMonkey,1839,lv,0,0,53,52.10461,52.53257,T,71199,133334,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,9/17/20,10/14/20,SurveyMonkey,1701,lv,0.0140483,0.0111518,52,51.10368,51.56975,T,71125,133184,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,9/15/20,10/13/20,SurveyMonkey,1620,lv,0.0258971,0.0202905,53,52.10461,52.6079,T,71031,132977,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,9/15/20,10/12/20,SurveyMonkey,1555,lv,0,0,53,52.10461,52.64536,T,70955,132786,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,9/30/20,10/1/20,Public Policy Polling,886,lv,1.262065,1.027867,53,52.98121,53.2077,,70593,131988,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,6/8/20,6/30/20,SurveyMonkey,506,lv,0.2644623,0,48.94,48.04364,49.61467,,70465,131319,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,7/1/20,7/31/20,SurveyMonkey,904,lv,0.326611,0,49.45,48.55336,50.15011,,70414,131217,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,8/1/20,8/31/20,SurveyMonkey,1087,lv,0.4273529,0.0748969,56,55.11018,56.54371,,70364,131115,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,9/1/20,9/30/20,SurveyMonkey,1015,lv,0.11607,0.0729925,54.46,53.5668,54.61338,T,70313,131008,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,8/26/20,9/2/20,Research & Polling Inc.,1123,lv,1.656874,0.6661659,54,53.90535,55.12538,,68491,128221,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,6/12/20,6/13/20,Public Policy Polling,740,v,0.862725,0,53,53.40139,54.93012,,66817,124679,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,4/20/20,4/21/20,Public Policy Polling,1009,v,0.8798264,0,52,51.66911,54.40801,,65911,122098,,,
2020,New Mexico,10/21/20,Joseph R. Biden Jr.,1/3/20,1/6/20,Emerson College,967,rv,1.434247,0,54.3,54.55285,56.8376,,63224,115415,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,10/5/20,10/13/20,DKC Analytics,500,lv,0.7731746,0.7556819,56,57.14104,57.26892,,71527,133971,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/21/20,10/19/20,SurveyMonkey,5121,lv,0.5421706,0.4440402,61,58.76869,59.06883,T,71486,133924,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/21/20,10/18/20,SurveyMonkey,4990,lv,0,0,61,58.76869,59.09016,T,71401,133741,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/20/20,10/17/20,SurveyMonkey,4902,lv,0.0190597,0.0147476,61,58.76869,59.11189,T,71319,133579,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/19/20,10/16/20,SurveyMonkey,4817,lv,0.0190372,0.0142994,61,58.76869,59.13662,T,71261,133462,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/18/20,10/15/20,SurveyMonkey,4566,lv,0.0183862,0.0133945,61,58.76869,59.16712,T,71200,133335,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,10/7/20,10/13/20,Stockton University,721,lv,1.417553,1.417553,56.3,56.21368,56.36889,,71176,133257,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/17/20,10/14/20,SurveyMonkey,4272,lv,0.0175715,0.0124034,60,57.75762,58.19248,T,71126,133185,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/16/20,10/13/20,SurveyMonkey,4032,lv,0.0169845,0.0116048,60,57.75762,58.23057,T,71032,132978,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/15/20,10/12/20,SurveyMonkey,3893,lv,0.0168411,0.0111258,60,57.75762,58.26438,T,70954,132785,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/30/20,10/5/20,Fairleigh Dickinson University (PublicMind),582,lv,1.161239,0.9247873,53,53.70983,53.91066,,70702,132250,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/8/20,9/16/20,DKC Analytics,501,lv,0.7742445,0.1436381,52,53.15179,54.34978,,70544,131585,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,6/8/20,6/30/20,SurveyMonkey,1110,lv,0.3390115,0,60.63,58.39445,59.88226,,70466,131320,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,7/1/20,7/31/20,SurveyMonkey,2426,lv,0.5058823,0,60.85,58.61695,60.20667,,70415,131218,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,8/1/20,8/31/20,SurveyMonkey,2309,lv,0.6021352,0,57,54.73161,56.06269,,70365,131116,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/1/20,9/30/20,SurveyMonkey,2952,lv,0.2819622,0.0969644,60.25,58.01027,59.01602,T,70314,131009,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,9/4/20,9/7/20,Emerson College,500,lv,0.9512303,0.0473463,57.89,57.16622,58.31087,,68512,128265,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,8/5/20,8/13/20,DKC Analytics,500,lv,0.7050211,0,52,53.15179,54.37325,,68144,127641,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,7/7/20,7/12/20,DKC Analytics,500,lv,0.7079184,0,51.2,52.35281,53.93397,,67782,126865,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,4/22/20,5/2/20,Rutgers University,1364,rv,1.484092,0,56,56.34499,58.74505,,66284,123382,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,4/30/20,5/4/20,Quinnipiac University,941,rv,1.333553,0,54,54.62791,57.13153,,66146,122948,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,4/16/20,4/19/20,Monmouth University,635,rv,1.245776,0,54,54.80476,57.26271,,65887,121969,,,
2020,New Jersey,10/21/20,Joseph R. Biden Jr.,2/12/20,2/16/20,Fairleigh Dickinson University (PublicMind),715,rv,1.230198,0,53,54.54871,56.90049,,64346,118356,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/21/20,10/19/20,SurveyMonkey,1410,lv,0.5221626,0.2308845,57,55.22115,55.37002,T,71487,133925,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/21/20,10/18/20,SurveyMonkey,1364,lv,0,0,57,55.22115,55.38774,T,71402,133742,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/19/20,10/17/20,SurveyMonkey,1330,lv,0.0377087,0.0123479,58,56.22723,56.41673,T,71320,133580,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/19/20,10/16/20,SurveyMonkey,1301,lv,0,0,57,55.22115,55.4378,T,71262,133463,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/18/20,10/15/20,SurveyMonkey,1214,lv,0.0204709,0.0043133,55,53.21176,53.44982,T,71201,133336,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/17/20,10/14/20,SurveyMonkey,1153,lv,0.0211486,0.0032011,55,53.21176,53.47471,T,71127,133186,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/16/20,10/13/20,SurveyMonkey,1098,lv,0.022239,0.0020269,55,53.21176,53.50906,T,71033,132979,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,10/8/20,10/12/20,Suffolk University,500,lv,1.00103,0.9452715,51,51.58921,51.61901,,70978,132810,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/15/20,10/12/20,SurveyMonkey,1004,lv,0.0228945,0.0011515,54,52.20845,52.54511,T,70953,132784,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,10/9/20,10/12/20,University of New Hampshire,899,lv,1.175648,1.175648,55,55.68009,55.65942,,70787,132433,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,10/1/20,10/4/20,Saint Anselm College,1147,lv,1.052751,0.4077201,53,53.17662,53.31973,,70687,132210,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/25/20,9/28/20,American Research Group,600,lv,0.9578137,0.0199509,53,53.02037,53.48734,,70600,132002,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,6/8/20,6/30/20,SurveyMonkey,191,lv,0.2275471,0,60.98,59.23093,60.78437,,70467,131321,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,7/1/20,7/31/20,SurveyMonkey,574,lv,0.4308718,0,59.74,57.98006,59.58102,,70416,131219,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,8/1/20,8/31/20,SurveyMonkey,444,lv,0.4134541,0,60,58.24221,59.46347,,70366,131117,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/1/20,9/30/20,SurveyMonkey,637,lv,0.3386522,0,54.95,53.16158,53.94387,T,70315,131010,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/30/20,10/1/20,Emerson College,700,lv,1.247005,0.3440343,53.1,52.81045,52.99858,,70112,130623,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/24/20,9/28/20,University of New Hampshire,972,lv,1.228289,0.0151183,53,53.68312,54.16381,,70066,130520,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/23/20,9/25/20,Rasmussen Reports/Pulse Opinion Research,850,lv,0.9579985,0,56,55.73093,56.28072,,70051,130491,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/17/20,9/25/20,University of Massachusetts Lowell,657,lv,1.086435,0,52.5,52.52522,53.15622,,70045,130468,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,9/8/20,9/11/20,Siena College/The New York Times Upshot,445,lv,0.9655392,0,45,46.19456,47.00146,,69418,129277,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,8/15/20,8/17/20,Saint Anselm College,1042,rv,0.9516529,0,51,52.01899,53.16073,,68141,127636,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,5/14/20,5/18/20,University of New Hampshire,790,lv,1.089841,0,44,44.67947,47.59288,,67829,127000,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,6/18/20,6/22/20,University of New Hampshire,936,lv,1.131968,0,52,52.68411,54.176,,67828,126999,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,7/16/20,7/28/20,University of New Hampshire,1893,lv,1.663353,0,53,53.68312,55.13971,,67827,126998,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,6/13/20,6/16/20,Saint Anselm College,1072,rv,0.9232037,0,49,50.01952,51.66754,,66852,124765,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,4/23/20,4/27/20,Saint Anselm College,820,rv,0.8466547,0,50,51.01951,54.12149,,65950,122189,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,2/19/20,2/25/20,University of New Hampshire,576,lv,0.8906463,0,44,44.67947,48.18433,,64585,119079,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,2/8/20,2/10/20,AtlasIntel,1100,rv,0.9533595,0,43.5,45.60999,49.0809,,63513,116817,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,2/4/20,2/5/20,McLaughlin & Associates,400,lv,0.4373382,0,45,46.98359,50.49097,,63477,116697,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,1/20/20,1/23/20,Marist College,2223,rv,3.326168,0,51,50.74363,54.2664,,63351,116138,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,11/22/19,11/26/19,Emerson College,592,rv,0.9748629,0,49.1,49.65229,52.92088,,62978,113992,,,
2020,New Hampshire,10/21/20,Joseph R. Biden Jr.,11/13/19,11/18/19,Saint Anselm College,512,rv,0.6455476,0,51,52.01899,55.08131,,62666,113225,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,10/17/20,10/20/20,Civiqs,712,lv,0.8223047,0.8223047,52,51.33045,51.43806,,71537,133997,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,9/22/20,10/19/20,SurveyMonkey,2549,lv,0.5452123,0.1438054,51,49.59984,49.91705,T,71484,133922,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,9/21/20,10/18/20,SurveyMonkey,2492,lv,0.0196476,0.0043595,52,50.60041,50.94103,T,71399,133739,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,9/20/20,10/17/20,SurveyMonkey,2443,lv,0.0199707,0.0035904,51,49.59984,49.96473,T,71317,133577,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,9/19/20,10/16/20,SurveyMonkey,2328,lv,0.0198343,0.0027252,51,49.59984,49.99133,T,71259,133460,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,9/18/20,10/15/20,SurveyMonkey,2149,lv,0.0191953,0.001886,52,50.60041,51.025,T,71198,133333,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,9/17/20,10/14/20,SurveyMonkey,1994,lv,0.0187976,0.0017154,52,50.60041,51.06355,T,71124,133183,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,9/16/20,10/13/20,SurveyMonkey,1958,lv,0.0196262,0.0016521,52,50.60041,51.1023,T,71030,132976,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,9/15/20,10/12/20,SurveyMonkey,1915,lv,0.0205883,0.0015856,51,49.59984,50.13993,T,70952,132783,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,10/7/20,10/11/20,WPA Intelligence (WPAi),512,lv,0.648589,0.3572292,44,45.10342,45.23179,,70779,132412,,,
2020,Nevada,10/21/20,Joseph R. Biden Jr.,10/6/20,10/9/20,YouGov,1036,lv,1.298919,0.609326,52,51.9485,52.10385,,70725,132309,,,
